Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Factory,Profit Margin
735,US-2021-123225-CHO-MIL-31000,2024-07-11,2025-01-04,First Class,123225,United States,El Paso,Texas,79907,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,177,Wicked Choccy's,64.92
736,US-2021-163552-CHO-SCR-58000,2024-07-11,2025-01-05,Standard Class,163552,United States,Hackensack,New Jersey,7601,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,178,Lot's O' Nuts,69.44
737,US-2021-166555-CHO-TRI-54000,2024-07-11,2025-01-04,First Class,166555,United States,Niagara Falls,New York,14304,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,177,Wicked Choccy's,65.33
738,US-2021-131310-CHO-FUD-51000,2024-07-12,2025-01-08,Standard Class,131310,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,180,Lot's O' Nuts,66.67
739,US-2021-161508-CHO-SCR-58000,2024-07-12,2025-01-06,Standard Class,161508,United States,League City,Texas,77573,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,178,Lot's O' Nuts,69.44
740,US-2021-129924-CHO-FUD-51000,2024-07-12,2025-01-07,Standard Class,129924,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,179,Lot's O' Nuts,66.67
741,US-2021-161508-CHO-SCR-58000,2024-07-12,2025-01-06,Standard Class,161508,United States,League City,Texas,77573,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,178,Lot's O' Nuts,69.44
742,US-2021-131310-CHO-MIL-31000,2024-07-12,2025-01-08,Standard Class,131310,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,180,Wicked Choccy's,64.92
743,US-2021-129924-CHO-FUD-51000,2024-07-12,2025-01-07,Standard Class,129924,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,179,Lot's O' Nuts,66.67
744,US-2021-161508-CHO-NUT-13000,2024-07-12,2025-01-06,Standard Class,161508,United States,League City,Texas,77573,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,178,Lot's O' Nuts,71.35
745,US-2021-124807-CHO-TRI-54000,2024-07-12,2025-01-05,Second Class,124807,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,177,Wicked Choccy's,65.33
746,US-2021-161508-CHO-FUD-51000,2024-07-12,2025-01-06,Standard Class,161508,United States,League City,Texas,77573,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,178,Lot's O' Nuts,66.67
747,US-2021-110184-CHO-FUD-51000,2024-07-12,2025-01-06,Standard Class,110184,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,178,Lot's O' Nuts,66.67
748,US-2021-124807-CHO-FUD-51000,2024-07-12,2025-01-05,Second Class,124807,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,177,Lot's O' Nuts,66.67
749,US-2021-110184-CHO-FUD-51000,2024-07-12,2025-01-06,Standard Class,110184,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,178,Lot's O' Nuts,66.67
750,US-2021-165862-CHO-TRI-54000,2024-07-13,2025-01-07,Standard Class,165862,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,178,Wicked Choccy's,65.33
751,US-2021-164182-CHO-NUT-13000,2024-07-14,2025-01-08,Standard Class,164182,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,178,Lot's O' Nuts,71.35
752,US-2021-124464-CHO-NUT-13000,2024-07-14,2025-01-10,Standard Class,124464,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,180,Lot's O' Nuts,71.35
753,US-2021-164182-CHO-FUD-51000,2024-07-14,2025-01-08,Standard Class,164182,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,178,Lot's O' Nuts,66.67
754,US-2021-109904-CHO-NUT-13000,2024-07-14,2025-01-07,Second Class,109904,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,177,Lot's O' Nuts,71.35
755,US-2021-103905-CHO-MIL-31000,2024-07-14,2025-01-10,Standard Class,103905,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,180,Wicked Choccy's,64.92
756,US-2021-150532-CHO-FUD-51000,2024-07-14,2025-01-11,Standard Class,150532,United States,Phoenix,Arizona,85023,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,181,Lot's O' Nuts,66.67
757,US-2021-103905-CHO-TRI-54000,2024-07-14,2025-01-10,Standard Class,103905,United States,Aurora,Illinois,60505,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,180,Wicked Choccy's,65.33
758,US-2021-164182-CHO-SCR-58000,2024-07-14,2025-01-08,Standard Class,164182,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,178,Lot's O' Nuts,69.44
759,US-2021-164182-CHO-NUT-13000,2024-07-14,2025-01-08,Standard Class,164182,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,178,Lot's O' Nuts,71.35
760,US-2021-115980-CHO-NUT-13000,2024-07-15,2025-01-09,Standard Class,115980,United States,Sioux Falls,South Dakota,57103,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,178,Lot's O' Nuts,71.35
761,US-2021-115980-CHO-NUT-13000,2024-07-15,2025-01-09,Standard Class,115980,United States,Sioux Falls,South Dakota,57103,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,178,Lot's O' Nuts,71.35
762,US-2021-123295-CHO-FUD-51000,2024-07-18,2025-01-08,Same Day,123295,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,174,Lot's O' Nuts,66.67
763,US-2021-138198-CHO-TRI-54000,2024-07-18,2025-01-13,Standard Class,138198,United States,New Rochelle,New York,10801,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,179,Wicked Choccy's,65.33
764,US-2021-150434-OTH-KAZ-38000,2024-07-19,2025-01-14,Standard Class,150434,United States,Bristol,Connecticut,6010,Other,Atlantic,OTH-KAZ-38000,Kazookles,3.25,1,0.25,3.0,179,The Other Factory,7.69
765,US-2021-168158-CHO-FUD-51000,2024-07-19,2025-01-14,Standard Class,168158,United States,Great Falls,Montana,59405,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,179,Lot's O' Nuts,66.67
766,US-2021-150434-CHO-SCR-58000,2024-07-19,2025-01-14,Standard Class,150434,United States,Bristol,Connecticut,6010,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,179,Lot's O' Nuts,69.44
767,US-2021-150434-CHO-NUT-13000,2024-07-19,2025-01-14,Standard Class,150434,United States,Bristol,Connecticut,6010,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,179,Lot's O' Nuts,71.35
768,US-2021-150434-CHO-MIL-31000,2024-07-19,2025-01-14,Standard Class,150434,United States,Bristol,Connecticut,6010,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,179,Wicked Choccy's,64.92
769,US-2021-143903-CHO-TRI-54000,2024-07-20,2025-01-14,Standard Class,143903,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,178,Wicked Choccy's,65.33
770,US-2021-141726-CHO-NUT-13000,2024-07-20,2025-01-12,First Class,141726,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,176,Lot's O' Nuts,71.35
771,US-2021-143903-CHO-MIL-31000,2024-07-20,2025-01-14,Standard Class,143903,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,178,Wicked Choccy's,64.92
772,US-2021-127866-CHO-MIL-31000,2024-07-20,2025-01-13,First Class,127866,United States,Riverside,California,92503,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,177,Wicked Choccy's,64.92
773,US-2021-142965-CHO-SCR-58000,2024-07-20,2025-01-10,Same Day,142965,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,174,Lot's O' Nuts,69.44
774,US-2021-141726-CHO-SCR-58000,2024-07-20,2025-01-12,First Class,141726,United States,San Diego,California,92105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,176,Lot's O' Nuts,69.44
775,US-2021-157546-CHO-NUT-13000,2024-07-20,2025-01-12,First Class,157546,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,176,Lot's O' Nuts,71.35
776,US-2021-141726-CHO-FUD-51000,2024-07-20,2025-01-12,First Class,141726,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,176,Lot's O' Nuts,66.67
777,US-2021-141726-CHO-FUD-51000,2024-07-20,2025-01-12,First Class,141726,United States,San Diego,California,92105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,176,Lot's O' Nuts,66.67
778,US-2021-127866-CHO-MIL-31000,2024-07-20,2025-01-13,First Class,127866,United States,Riverside,California,92503,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,177,Wicked Choccy's,64.92
779,US-2021-157546-CHO-NUT-13000,2024-07-20,2025-01-12,First Class,157546,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,176,Lot's O' Nuts,71.35
780,US-2021-127866-CHO-FUD-51000,2024-07-20,2025-01-13,First Class,127866,United States,Riverside,California,92503,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,177,Lot's O' Nuts,66.67
781,US-2021-142965-CHO-TRI-54000,2024-07-20,2025-01-10,Same Day,142965,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,174,Wicked Choccy's,65.33
782,US-2021-143903-CHO-MIL-31000,2024-07-20,2025-01-14,Standard Class,143903,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,178,Wicked Choccy's,64.92
783,US-2021-127866-CHO-NUT-13000,2024-07-20,2025-01-13,First Class,127866,United States,Riverside,California,92503,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,177,Lot's O' Nuts,71.35
784,US-2021-116932-CHO-NUT-13000,2024-07-21,2025-01-15,Standard Class,116932,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,178,Lot's O' Nuts,71.35
785,US-2021-129189-CHO-MIL-31000,2024-07-21,2025-01-15,Standard Class,129189,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,178,Wicked Choccy's,64.92
786,US-2021-116932-OTH-KAZ-38000,2024-07-21,2025-01-15,Standard Class,116932,United States,San Francisco,California,94122,Other,Pacific,OTH-KAZ-38000,Kazookles,3.25,1,0.25,3.0,178,The Other Factory,7.69
787,US-2021-129189-OTH-KAZ-38000,2024-07-21,2025-01-15,Standard Class,129189,United States,Dallas,Texas,75217,Other,Interior,OTH-KAZ-38000,Kazookles,9.75,3,0.75,9.0,178,The Other Factory,7.69
788,US-2021-116932-CHO-FUD-51000,2024-07-21,2025-01-15,Standard Class,116932,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,178,Lot's O' Nuts,66.67
789,US-2021-129189-OTH-GUM-21000,2024-07-21,2025-01-15,Standard Class,129189,United States,Dallas,Texas,75217,Other,Interior,OTH-GUM-21000,Wonka Gum,1.25,1,0.65,0.6,178,Secret Factory,52.0
790,US-2021-129189-CHO-FUD-51000,2024-07-21,2025-01-15,Standard Class,129189,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,178,Lot's O' Nuts,66.67
791,US-2021-109890-CHO-TRI-54000,2024-07-21,2025-01-17,Standard Class,109890,United States,Omaha,Nebraska,68104,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,180,Wicked Choccy's,65.33
792,US-2021-117464-CHO-NUT-13000,2024-07-22,2025-01-14,Second Class,117464,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,176,Lot's O' Nuts,71.35
793,US-2021-117464-CHO-MIL-31000,2024-07-22,2025-01-14,Second Class,117464,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,176,Wicked Choccy's,64.92
794,US-2021-127691-CHO-FUD-51000,2024-07-22,2025-01-17,Standard Class,127691,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,179,Lot's O' Nuts,66.67
795,US-2021-117464-CHO-NUT-13000,2024-07-22,2025-01-14,Second Class,117464,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,176,Lot's O' Nuts,71.35
796,US-2021-122679-CHO-TRI-54000,2024-07-22,2025-01-18,Standard Class,122679,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,180,Wicked Choccy's,65.33
797,US-2021-117464-CHO-MIL-31000,2024-07-22,2025-01-14,Second Class,117464,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,176,Wicked Choccy's,64.92
798,US-2021-164644-CHO-MIL-31000,2024-07-22,2025-01-14,Second Class,164644,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,176,Wicked Choccy's,64.92
799,US-2021-127691-CHO-TRI-54000,2024-07-22,2025-01-17,Standard Class,127691,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,179,Wicked Choccy's,65.33
800,US-2021-119137-CHO-MIL-31000,2024-07-23,2025-01-17,Standard Class,119137,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,178,Wicked Choccy's,64.92
801,US-2021-119137-CHO-SCR-58000,2024-07-23,2025-01-17,Standard Class,119137,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,178,Lot's O' Nuts,69.44
802,US-2021-145254-CHO-FUD-51000,2024-07-23,2025-01-17,Standard Class,145254,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,178,Lot's O' Nuts,66.67
803,US-2021-103058-CHO-TRI-54000,2024-07-23,2025-01-14,First Class,103058,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,175,Wicked Choccy's,65.33
804,US-2021-119137-CHO-SCR-58000,2024-07-23,2025-01-17,Standard Class,119137,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,36.0,10,25.0,11.0,178,Lot's O' Nuts,69.44
805,US-2021-145254-CHO-MIL-31000,2024-07-23,2025-01-17,Standard Class,145254,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,178,Wicked Choccy's,64.92
806,US-2021-119137-CHO-NUT-13000,2024-07-23,2025-01-17,Standard Class,119137,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,178,Lot's O' Nuts,71.35
807,US-2021-145254-CHO-MIL-31000,2024-07-23,2025-01-17,Standard Class,145254,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,178,Wicked Choccy's,64.92
808,US-2021-145254-CHO-SCR-58000,2024-07-23,2025-01-17,Standard Class,145254,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,178,Lot's O' Nuts,69.44
809,US-2021-143917-CHO-TRI-54000,2024-07-25,2025-01-17,Second Class,143917,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,176,Wicked Choccy's,65.33
810,US-2021-146528-CHO-FUD-51000,2024-07-25,2025-01-17,Second Class,146528,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,176,Lot's O' Nuts,66.67
811,US-2021-143917-CHO-TRI-54000,2024-07-25,2025-01-17,Second Class,143917,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,176,Wicked Choccy's,65.33
812,US-2021-143917-CHO-NUT-13000,2024-07-25,2025-01-17,Second Class,143917,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,176,Lot's O' Nuts,71.35
813,US-2021-146528-CHO-MIL-31000,2024-07-25,2025-01-17,Second Class,146528,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,176,Wicked Choccy's,64.92
814,US-2021-116190-CHO-NUT-13000,2024-07-26,2025-01-22,Standard Class,116190,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,180,Lot's O' Nuts,71.35
815,US-2021-126760-CHO-TRI-54000,2024-07-26,2025-01-23,Standard Class,126760,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,181,Wicked Choccy's,65.33
816,US-2021-116190-CHO-SCR-58000,2024-07-26,2025-01-22,Standard Class,116190,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,180,Lot's O' Nuts,69.44
817,US-2021-126760-CHO-NUT-13000,2024-07-26,2025-01-23,Standard Class,126760,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,181,Lot's O' Nuts,71.35
818,US-2021-169019-CHO-FUD-51000,2024-07-26,2025-01-20,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,178,Lot's O' Nuts,66.67
819,US-2021-169019-CHO-SCR-58000,2024-07-26,2025-01-20,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,178,Lot's O' Nuts,69.44
820,US-2021-169019-CHO-NUT-13000,2024-07-26,2025-01-20,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,178,Lot's O' Nuts,71.35
821,US-2021-169019-CHO-SCR-58000,2024-07-26,2025-01-20,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,178,Lot's O' Nuts,69.44
822,US-2021-169019-CHO-FUD-51000,2024-07-26,2025-01-20,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,178,Lot's O' Nuts,66.67
823,US-2021-116190-CHO-SCR-58000,2024-07-26,2025-01-22,Standard Class,116190,United States,Atlanta,Georgia,30318,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,46.8,13,32.5,14.3,180,Lot's O' Nuts,69.44
824,US-2021-155894-CHO-SCR-58000,2024-07-26,2025-01-20,Second Class,155894,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,178,Lot's O' Nuts,69.44
825,US-2021-159121-CHO-MIL-31000,2024-07-26,2025-01-22,Standard Class,159121,United States,Draper,Utah,84020,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,180,Wicked Choccy's,64.92
826,US-2021-169019-CHO-SCR-58000,2024-07-26,2025-01-20,Standard Class,169019,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,178,Lot's O' Nuts,69.44
827,US-2021-126760-CHO-FUD-51000,2024-07-26,2025-01-23,Standard Class,126760,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,181,Lot's O' Nuts,66.67
828,US-2021-126760-CHO-TRI-54000,2024-07-26,2025-01-23,Standard Class,126760,United States,North Las Vegas,Nevada,89031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,181,Wicked Choccy's,65.33
829,US-2021-150126-OTH-GUM-21000,2024-07-27,2025-01-23,Standard Class,150126,United States,New York City,New York,10035,Other,Atlantic,OTH-GUM-21000,Wonka Gum,13.75,11,7.15,6.6,180,Secret Factory,52.0
830,US-2021-169642-CHO-TRI-54000,2024-07-27,2025-01-20,Second Class,169642,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,177,Wicked Choccy's,65.33
831,US-2021-124709-CHO-FUD-51000,2024-07-27,2025-01-19,Second Class,124709,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,176,Lot's O' Nuts,66.67
832,US-2021-131541-CHO-NUT-13000,2024-07-28,2025-01-18,Same Day,131541,United States,Apopka,Florida,32712,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,174,Lot's O' Nuts,71.35
833,US-2021-131541-CHO-MIL-31000,2024-07-28,2025-01-18,Same Day,131541,United States,Apopka,Florida,32712,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,174,Wicked Choccy's,64.92
834,US-2021-131541-CHO-SCR-58000,2024-07-28,2025-01-18,Same Day,131541,United States,Apopka,Florida,32712,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,174,Lot's O' Nuts,69.44
835,US-2021-111192-CHO-SCR-58000,2024-07-30,2025-01-26,Standard Class,111192,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,180,Lot's O' Nuts,69.44
836,US-2021-117345-CHO-SCR-58000,2024-08-01,2025-01-26,Standard Class,117345,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,178,Lot's O' Nuts,69.44
837,US-2021-117345-CHO-TRI-54000,2024-08-01,2025-01-26,Standard Class,117345,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,178,Wicked Choccy's,65.33
838,US-2021-152296-CHO-SCR-58000,2024-08-01,2025-01-24,First Class,152296,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,176,Lot's O' Nuts,69.44
839,US-2021-162684-CHO-FUD-51000,2024-08-01,2025-01-27,Standard Class,162684,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,179,Lot's O' Nuts,66.67
840,US-2021-117345-CHO-SCR-58000,2024-08-01,2025-01-26,Standard Class,117345,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,178,Lot's O' Nuts,69.44
